date,value
1990-01-01T02:00:00Z,17807.0
1990-01-02T02:00:00Z,17878.2
1990-01-03T02:00:00Z,17807.0
1990-01-04T02:00:00Z,17949.5
1990-01-05T02:00:00Z,18056.7
1990-01-06T02:00:00Z,18236.2
1990-01-07T02:00:00Z,18744.3
1990-01-08T02:00:00Z,19334.6
1990-01-09T02:00:00Z,19897.3
1990-01-10T02:00:00Z,20469.3
1990-01-11T02:00:00Z,21246.1
1990-01-12T02:00:00Z,21680.3
1990-01-13T02:00:00Z,22361.1
1990-01-14T02:00:00Z,22726.4
1990-01-15T02:00:00Z,23053.9
1990-01-16T02:00:00Z,23425.5
1990-01-17T02:00:00Z,23926.1
1990-01-18T02:00:00Z,24517.8
1990-01-19T02:00:00Z,25333.9
1990-01-20T02:00:00Z,26253.4
1990-01-21T02:00:00Z,27056.4
1990-01-22T02:00:00Z,28332.6
1990-01-23T02:00:00Z,29458.1
1990-01-24T02:00:00Z,31166.6
1990-01-25T02:00:00Z,32600.9
1990-01-26T02:00:00Z,33785.6
1990-01-27T02:00:00Z,35190.0
1990-01-28T02:00:00Z,36067.2
1990-01-29T02:00:00Z,37026.4
1990-01-30T02:00:00Z,37676.9
1990-01-31T02:00:00Z,38005.6
1990-02-01T02:00:00Z,38071.6
1990-02-02T02:00:00Z,37873.9
1990-02-03T02:00:00Z,37611.5
1990-02-04T02:00:00Z,36897.3
1990-02-05T02:00:00Z,36067.2
1990-02-06T02:00:00Z,35252.1
1990-02-07T02:00:00Z,34208.2
1990-02-08T02:00:00Z,33248.3
1990-02-09T02:00:00Z,32194.1
1990-02-10T02:00:00Z,31054.1
1990-02-11T02:00:00Z,29782.9
1990-02-12T02:00:00Z,28148.2
1990-02-13T02:00:00Z,26475.1
1990-02-14T02:00:00Z,24859.6
1990-02-15T02:00:00Z,23259.9
1990-02-16T02:00:00Z,21959.2
1990-02-17T02:00:00Z,20933.4
1990-02-18T02:00:00Z,20354.1
1990-02-19T02:00:00Z,19558.6
1990-02-20T02:00:00Z,18964.4
1990-02-21T02:00:00Z,18453.0
1990-02-22T02:00:00Z,17700.6
1990-02-23T02:00:00Z,17524.1
1990-02-24T02:00:00Z,17174.0
1990-02-25T02:00:00Z,16965.9
1990-02-26T02:00:00Z,17069.8
1990-02-27T02:00:00Z,17139.2
1990-02-28T02:00:00Z,17139.2
1990-03-01T02:00:00Z,17488.9
1990-03-02T02:00:00Z,17736.1
1990-03-03T02:00:00Z,17488.9
1990-03-04T03:00:00Z,17243.7
1990-03-05T03:00:00Z,16965.9
1990-03-06T03:00:00Z,16690.6
1990-03-07T03:00:00Z,16350.1
1990-03-08T03:00:00Z,15980.1
1990-03-09T03:00:00Z,15680.9
1990-03-10T03:00:00Z,15352.2
1990-03-11T03:00:00Z,15286.9
1990-03-12T03:00:00Z,15189.3
1990-03-13T03:00:00Z,14866.5
1990-03-14T03:00:00Z,14802.4
1990-03-15T03:00:00Z,14738.5
1990-03-16T03:00:00Z,14706.6
1990-03-17T03:00:00Z,14579.3
1990-03-18T03:00:00Z,14579.3
1990-03-19T03:00:00Z,14547.6
1990-03-20T03:00:00Z,14515.9
1990-03-21T03:00:00Z,14263.9
1990-03-22T03:00:00Z,14421.1
1990-03-23T03:00:00Z,14263.9
1990-03-24T03:00:00Z,14201.3
1990-03-25T03:00:00Z,14076.5
1990-03-26T03:00:00Z,14107.7
1990-03-27T03:00:00Z,14263.9
1990-03-28T03:00:00Z,14389.6
1990-03-29T03:00:00Z,14706.6
1990-03-30T03:00:00Z,15059.7
1990-03-31T03:00:00Z,15352.2
1990-04-01T03:00:00Z,15548.9
1990-04-02T03:00:00Z,15913.3
1990-04-03T03:00:00Z,16215.0
1990-04-04T03:00:00Z,16417.9
1990-04-05T03:00:00Z,16417.9
1990-04-06T03:00:00Z,15913.3
1990-04-07T03:00:00Z,16114.1
1990-04-08T03:00:00Z,16215.0
1990-04-09T03:00:00Z,16485.8
1990-04-10T03:00:00Z,16622.2
1990-04-11T03:00:00Z,16965.9
1990-04-12T03:00:00Z,17174.0
1990-04-13T03:00:00Z,17418.7
1990-04-14T03:00:00Z,17629.9
1990-04-15T03:00:00Z,17878.2
1990-04-16T03:00:00Z,18128.4
1990-04-17T03:00:00Z,18020.9
1990-04-18T03:00:00Z,18164.3
1990-04-19T03:00:00Z,18164.3
1990-04-20T03:00:00Z,18128.4
1990-04-21T03:00:00Z,18200.2
1990-04-22T03:00:00Z,18489.3
1990-04-23T03:00:00Z,18780.9
1990-04-24T03:00:00Z,19112.0
1990-04-25T03:00:00Z,19935.2
1990-04-26T03:00:00Z,20778.0
1990-04-27T03:00:00Z,21050.3
1990-04-28T03:00:00Z,21324.7
1990-04-29T03:00:00Z,21364.0
1990-04-30T03:00:00Z,21364.0
1990-05-01T03:00:00Z,21601.0
1990-05-02T03:00:00Z,22280.4
1990-05-03T03:00:00Z,22930.8
1990-05-04T03:00:00Z,24052.2
1990-05-05T03:00:00Z,24603.0
1990-05-06T03:00:00Z,25290.5
1990-05-07T03:00:00Z,25377.2
1990-05-08T03:00:00Z,24859.6
1990-05-09T03:00:00Z,24263.2
1990-05-10T03:00:00Z,23259.9
1990-05-11T03:00:00Z,22442.0
1990-05-12T03:00:00Z,21640.6
1990-05-13T03:00:00Z,21011.3
1990-05-14T03:00:00Z,20239.4
1990-05-15T03:00:00Z,19935.2
1990-05-16T03:00:00Z,19708.7
1990-05-17T03:00:00Z,19708.7
1990-05-18T03:00:00Z,19558.6
1990-05-19T03:00:00Z,19371.8
1990-05-20T03:00:00Z,19409.1
1990-05-21T03:00:00Z,19708.7
1990-05-22T03:00:00Z,19935.2
1990-05-23T03:00:00Z,20430.8
1990-05-24T03:00:00Z,20816.8
1990-05-25T03:00:00Z,21246.1
1990-05-26T03:00:00Z,21561.4
1990-05-27T03:00:00Z,21759.8
1990-05-28T03:00:00Z,22079.4
1990-05-29T03:00:00Z,22039.3
1990-05-30T03:00:00Z,21919.2
1990-05-31T03:00:00Z,21403.4
1990-06-01T03:00:00Z,21246.1
1990-06-02T03:00:00Z,21128.5
1990-06-03T03:00:00Z,22280.4
1990-06-04T03:00:00Z,23425.5
1990-06-05T03:00:00Z,24305.6
1990-06-06T03:00:00Z,25551.1
1990-06-07T03:00:00Z,26608.6
1990-06-08T03:00:00Z,27781.6
1990-06-09T03:00:00Z,29189.7
1990-06-10T03:00:00Z,31054.1
1990-06-11T03:00:00Z,32309.9
1990-06-12T03:00:00Z,33011.7
1990-06-13T03:00:00Z,33307.7
1990-06-14T03:00:00Z,32835.1
1990-06-15T03:00:00Z,31848.7
1990-06-16T03:00:00Z,30774.1
1990-06-17T03:00:00Z,29674.3
1990-06-18T03:00:00Z,28517.6
1990-06-19T03:00:00Z,27553.8
1990-06-20T03:00:00Z,26966.5
1990-06-21T03:00:00Z,26297.7
1990-06-22T03:00:00Z,25813.2
1990-06-23T03:00:00Z,25247.3
1990-06-24T03:00:00Z,24773.9
1990-06-25T03:00:00Z,24263.2
1990-06-26T03:00:00Z,23884.2
1990-06-27T03:00:00Z,23591.7
1990-06-28T03:00:00Z,23425.5
1990-06-29T03:00:00Z,23301.2
1990-06-30T03:00:00Z,23177.4
1990-07-01T03:00:00Z,23095.0
1990-07-02T03:00:00Z,22930.8
1990-07-03T03:00:00Z,22889.8
1990-07-04T03:00:00Z,22767.2
1990-07-05T03:00:00Z,22442.0
1990-07-06T03:00:00Z,22119.5
1990-07-07T03:00:00Z,22039.3
1990-07-08T03:00:00Z,21959.2
1990-07-09T03:00:00Z,21561.4
1990-07-10T03:00:00Z,21442.8
1990-07-11T03:00:00Z,21364.0
1990-07-12T03:00:00Z,21128.5
1990-07-13T03:00:00Z,20855.6
1990-07-14T03:00:00Z,20700.6
1990-07-15T03:00:00Z,20469.3
1990-07-16T03:00:00Z,20354.1
1990-07-17T03:00:00Z,20163.1
1990-07-18T03:00:00Z,19784.1
1990-07-19T03:00:00Z,19596.1
1990-07-20T03:00:00Z,19446.4
1990-07-21T03:00:00Z,19558.6
1990-07-22T03:00:00Z,20011.0
1990-07-23T03:00:00Z,20855.6
1990-07-24T03:00:00Z,22119.5
1990-07-25T03:00:00Z,23259.9
1990-07-26T03:00:00Z,24263.2
1990-07-27T03:00:00Z,25204.0
1990-07-28T03:00:00Z,25900.9
1990-07-29T03:00:00Z,26342.0
1990-07-30T03:00:00Z,26653.2
1990-07-31T03:00:00Z,26519.6
1990-08-01T03:00:00Z,26076.8
1990-08-02T03:00:00Z,25682.0
1990-08-03T03:00:00Z,25682.0
1990-08-04T03:00:00Z,25507.6
1990-08-05T03:00:00Z,24560.4
1990-08-06T03:00:00Z,24390.3
1990-08-07T03:00:00Z,23926.1
1990-08-08T03:00:00Z,22767.2
1990-08-09T03:00:00Z,21799.6
1990-08-10T03:00:00Z,21246.1
1990-08-11T03:00:00Z,20739.3
1990-08-12T03:00:00Z,20354.1
1990-08-13T03:00:00Z,20163.1
1990-08-14T03:00:00Z,19409.1
1990-08-15T03:00:00Z,19112.0
1990-08-16T03:00:00Z,18964.4
1990-08-17T03:00:00Z,18598.3
1990-08-18T03:00:00Z,18380.6
1990-08-19T03:00:00Z,18236.2
1990-08-20T03:00:00Z,18236.2
1990-08-21T03:00:00Z,17878.2
1990-08-22T03:00:00Z,17878.2
1990-08-23T03:00:00Z,18817.5
1990-08-24T03:00:00Z,20277.6
1990-08-25T03:00:00Z,21839.4
1990-08-26T03:00:00Z,23425.5
1990-08-27T03:00:00Z,24517.8
1990-08-28T03:00:00Z,25031.5
1990-08-29T03:00:00Z,25117.7
1990-08-30T03:00:00Z,24859.6
1990-08-31T03:00:00Z,24688.4
1990-09-01T03:00:00Z,24603.0
1990-09-02T03:00:00Z,24859.6
1990-09-03T03:00:00Z,25988.8
1990-09-04T03:00:00Z,26430.7
1990-09-05T03:00:00Z,26519.6
1990-09-06T03:00:00Z,26653.2
1990-09-07T03:00:00Z,26697.8
1990-09-08T03:00:00Z,26787.2
1990-09-09T03:00:00Z,26787.2
1990-09-10T03:00:00Z,26921.6
1990-09-11T03:00:00Z,27236.7
1990-09-12T03:00:00Z,27827.3
1990-09-13T03:00:00Z,28517.6
1990-09-14T03:00:00Z,29076.8
1990-09-15T03:00:00Z,29458.1
1990-09-16T03:00:00Z,29566.1
1990-09-17T03:00:00Z,29350.5
1990-09-18T03:00:00Z,29030.0
1990-09-19T03:00:00Z,28749.9
1990-09-20T03:00:00Z,28425.0
1990-09-21T03:00:00Z,28102.3
1990-09-22T03:00:00Z,27781.6
1990-09-23T03:00:00Z,27372.3
1990-09-24T03:00:00Z,27191.5
1990-09-25T03:00:00Z,26253.4
1990-09-26T03:00:00Z,25988.8
1990-09-27T03:00:00Z,25725.7
1990-09-28T03:00:00Z,25420.7
1990-09-29T03:00:00Z,25160.8
1990-09-30T03:00:00Z,24945.4
1990-10-01T03:00:00Z,24773.9
1990-10-02T03:00:00Z,24517.8
1990-10-03T03:00:00Z,24347.9
1990-10-04T03:00:00Z,24221.0
1990-10-05T03:00:00Z,24052.2
1990-10-06T03:00:00Z,24347.9
1990-10-07T03:00:00Z,24603.0
1990-10-08T03:00:00Z,24773.9
1990-10-09T03:00:00Z,24945.4
1990-10-10T03:00:00Z,25160.8
1990-10-11T03:00:00Z,25333.9
1990-10-12T03:00:00Z,25464.1
1990-10-13T03:00:00Z,25725.7
1990-10-14T03:00:00Z,25725.7
1990-10-15T03:00:00Z,25507.6
1990-10-16T03:00:00Z,25377.2
1990-10-17T03:00:00Z,25204.0
1990-10-18T03:00:00Z,24859.6
1990-10-19T03:00:00Z,24517.8
1990-10-20T03:00:00Z,24603.0
1990-10-21T03:00:00Z,25290.5
1990-10-22T02:00:00Z,25638.3
1990-10-23T02:00:00Z,25725.7
1990-10-24T02:00:00Z,26253.4
1990-10-25T02:00:00Z,26697.8
1990-10-26T02:00:00Z,26430.7
1990-10-27T02:00:00Z,26297.7
1990-10-28T02:00:00Z,26165.1
1990-10-29T02:00:00Z,25988.8
1990-10-30T02:00:00Z,25944.9
1990-10-31T02:00:00Z,25857.1
1990-11-01T02:00:00Z,25507.6
1990-11-02T02:00:00Z,24945.4
1990-11-03T02:00:00Z,24136.5
1990-11-04T02:00:00Z,24010.2
1990-11-05T02:00:00Z,23884.2
1990-11-06T02:00:00Z,22442.0
1990-11-07T02:00:00Z,22442.0
1990-11-08T02:00:00Z,22320.8
1990-11-09T02:00:00Z,22320.8
1990-11-10T02:00:00Z,21959.2
1990-11-11T02:00:00Z,21879.3
1990-11-12T02:00:00Z,21959.2
1990-11-13T02:00:00Z,22320.8
1990-11-14T02:00:00Z,22767.2
1990-11-15T02:00:00Z,23342.6
1990-11-16T02:00:00Z,23508.5
1990-11-17T02:00:00Z,24517.8
1990-11-18T02:00:00Z,24517.8
1990-11-19T02:00:00Z,24305.6
1990-11-20T02:00:00Z,24178.7
1990-11-21T02:00:00Z,24052.2
1990-11-22T02:00:00Z,23675.1
1990-11-23T02:00:00Z,21919.2
1990-11-24T02:00:00Z,21442.8
1990-11-25T02:00:00Z,21246.1
1990-11-26T02:00:00Z,21167.7
1990-11-27T02:00:00Z,21167.7
1990-11-28T02:00:00Z,21324.7
1990-11-29T02:00:00Z,21442.8
1990-11-30T02:00:00Z,20933.4
1990-12-01T02:00:00Z,20739.3
1990-12-02T02:00:00Z,20087.0
1990-12-03T02:00:00Z,19558.6
1990-12-04T02:00:00Z,18890.9
1990-12-05T02:00:00Z,18236.2
1990-12-06T02:00:00Z,18092.5
1990-12-07T02:00:00Z,17878.2
