,0.1,0.25,0.75,0.9,max,median,min
1,26.96901816419659,48.25363620614634,128.1239327530912,149.83844343397226,211.047928932898,112.25819640502984,25.503556113319398
2,35.04781180392844,54.87056861242513,136.6102776023933,177.73115109404242,221.80333528658682,89.48681339937886,25.750715259438017
3,39.93958572184606,59.48992798066902,133.8070175704737,144.61564520144273,241.8553688709327,102.65541498774395,26.987436569114305
4,32.535925581805294,62.17069661849114,126.26037581509324,203.2780414449095,226.215109670429,92.1032748178643,17.479899886739425
5,28.655133010023736,54.21537084350048,128.07225123639748,154.17728862572574,213.10407025734602,104.51871758240894,17.705633536512945
6,25.87274761906147,53.26086459680808,129.60876799823592,188.33159014434048,268.1872371971183,81.58290702424134,12.673267930156646
7,7.7986248185218505,30.76358607893723,142.9546991463201,263.1041461185393,318.3610792801308,87.77370313520262,0.0
8,20.90081943170867,44.313919619878796,173.36432797147532,208.2169247874925,237.10391454289086,84.90152494789022,1.5599313583427776
9,31.3383430213855,64.76146645640507,128.20209600691183,154.0881194762018,191.67128419322182,107.86644340597513,17.53024261053505
10,29.94562530527936,46.46408685117185,136.65194535028758,181.74382990420156,247.10358376084588,94.31546444331818,19.992600519577273
11,28.688539411080917,51.092125557043204,133.54863612565438,191.69478221066402,301.03792666128703,85.95121153298439,12.13982208296977
12,36.58278099058484,61.36856678787025,133.00976514009915,187.61407928067234,236.21213563479176,86.08740347665072,16.040254369897244
