,0.1,0.25,0.75,0.9,max,median,min
1,61.372430436195444,74.45109976415081,115.0487020741927,153.14759824107222,263.74797235970595,92.75013448369683,41.79974211606438
2,55.13682494829039,73.67655572214274,120.62204757782317,142.08985261189864,201.54345459999723,98.86848628253742,48.30313347787262
3,73.09541472506477,81.44585010874621,113.5672071382184,149.43506158250972,213.04121078390517,92.82314898327039,31.8535486857621
4,44.77733569091964,68.14489014606814,121.97814751059278,164.01018107658663,202.60203407158244,101.57302175239951,38.34789302919577
5,62.0161135549522,88.31416220441378,111.22790070767282,130.7538186094835,161.86231141325584,99.32686635177762,38.65191117304407
6,50.28900479143333,76.74807564937547,128.75312539320709,150.15550736932792,162.84128444687008,96.09057117405169,38.63469431550898
7,43.48924072413018,51.638155347799305,144.94704496034635,187.77151045320917,257.66196607240965,86.75530849736317,31.408548671288273
8,35.463062447328255,46.48261361892157,133.51508402862444,207.03752400093833,280.73206119913465,89.81056996979429,20.966466743315216
9,32.99461350525239,66.78526124397017,135.4820890069031,189.15667204136557,289.63112463189526,85.48115529076546,26.030490578469905
10,28.971369644276347,67.21847640389274,141.4237872377562,183.12255329137312,203.92761562356117,89.12263735811432,19.768085488692297
11,55.32578911808186,71.00567921517447,124.56909018024884,170.23593658566637,233.47390010471526,87.87107510240537,33.97892509008592
12,59.59085241742576,71.64890661420344,126.0169465281157,142.37225751132556,268.20818780399907,84.6885552253373,50.304050862070824
