,0.1,0.25,0.75,0.9,max,median,min
1,14.984101748807632,31.68418749218485,174.03315410585736,214.62103213590328,264.2356335185152,80.94264125328236,11.720494453475288
2,20.013172197688256,49.81749545571546,142.17969661898871,204.7227169353723,277.53975995012377,87.68948946604017,18.33323999493323
3,36.16281547782141,58.86169208755746,146.16981763935823,197.53584802265044,242.66873687094707,79.77714859804547,24.17328827594605
4,49.536172203121765,63.56890391208537,130.7372349710439,160.136751807043,297.9721577949976,83.8188279656481,28.669563078940897
5,55.40805439070991,75.95220962259,128.42795464132405,173.70784844048535,206.73680553832412,84.1554800129029,47.60055581747351
6,56.19577952424207,75.84712294143202,131.479799376012,158.10789463291343,170.87792741202955,92.02440661901188,43.349393783815806
7,38.803837517860785,51.255358236374775,86.4972443355787,120.94304960195959,888.3649724433557,71.70851194121249,30.128597672994488
8,49.598837785188366,57.881269191402254,100.25093274342126,169.57440486017106,575.0784164823192,72.77049559216826,37.151253012843796
9,44.149577804583835,63.75150784077202,111.21833534378769,224.7285886610374,415.07840772014475,72.61761158021713,38.35946924004825
10,38.00535335627628,51.362672506691695,110.43730663607604,228.83859978447526,448.3018736746967,71.27263878749956,25.000869051343557
11,19.64288462341739,27.486331169330814,112.57362042091425,394.51531986272903,436.53617431029284,59.260179349128414,10.774578063477895
12,16.575699106623674,33.88916054342654,113.85493207168155,264.118914204155,342.0342813342496,70.17365332769467,11.382618808479144
